PlayerName,CourseName,LayoutName,Date,Total,+/-,Hole1,Hole2,Hole3,Hole4,Hole5,Hole6,Hole7,Hole8,Hole9,Hole10,Hole11,Hole12,Hole13,Hole14,Hole15,Hole16,Hole17,Hole18,Hole19,Hole20,Hole21,Hole22,Hole23,Hole24,Hole25,Hole26,Hole27,Hole28,Hole29
Cjtheguardian,Coyote Point at Lake Casitas,Main,2022-02-21 18:24,66,12,3,4,3,5,6,3,5,3,4,3,4,3,4,3,4,3,3,3,,,,,,,,,,,
Par,Wolf Hill,Normal Course,2022-02-19 12:14,55,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,,,
Cjtheguardian,Wolf Hill,Normal Course,2022-02-19 12:14,64,9,5,5,2,2,4,2,3,4,2,4,4,4,3,3,3,6,3,5,,,,,,,,,,,
Par,Coyote Point at Lake Casitas,Main,2022-02-12 11:20,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Patchwah,Coyote Point at Lake Casitas,Main,2022-02-12 11:20,69,15,5,4,3,3,2,4,6,3,5,3,5,3,2,5,4,5,3,4,,,,,,,,,,,
Cjtheguardian,Coyote Point at Lake Casitas,Main,2022-02-12 11:20,65,11,3,4,4,3,4,3,4,3,5,2,4,3,3,4,4,3,5,4,,,,,,,,,,,
Par,Coyote Point at Lake Casitas,Main,2022-02-06 16:34,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Patchwah,Coyote Point at Lake Casitas,Main,2022-02-06 16:34,55,1,4,3,3,3,3,2,4,4,2,3,3,3,3,2,3,4,3,3,,,,,,,,,,,
Cjtheguardian,Coyote Point at Lake Casitas,Main,2022-02-06 16:34,64,10,3,3,4,2,3,3,5,3,3,3,6,3,4,3,5,4,4,3,,,,,,,,,,,
Par,Mohawk,Main,2022-01-31 19:36,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Patchwah,Mohawk,Main,2022-01-31 19:36,65,11,3,3,3,4,5,3,4,3,3,3,3,3,3,4,4,3,5,6,,,,,,,,,,,
Cjtheguardian,Mohawk,Main,2022-01-31 19:36,58,4,3,3,3,5,4,3,4,3,3,3,2,4,2,2,4,3,3,4,,,,,,,,,,,
Par,Mohawk,Main,2022-01-31 17:56,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Mohawk,Main,2022-01-31 17:56,57,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,4,3,,,,,,,,,,,
Patchwah,Mohawk,Main,2022-01-31 17:56,62,8,5,3,5,3,4,3,4,3,3,2,2,4,3,3,4,4,4,3,,,,,,,,,,,
Par,Yucaipa Regional Park,Main,2022-01-23 17:10,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Yucaipa Regional Park,Main,2022-01-23 17:10,64,10,3,3,4,5,3,3,3,3,4,4,3,4,3,3,3,4,5,4,,,,,,,,,,,
Par,Coyote Point at Lake Casitas,Main,2022-01-16 17:02,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Coyote Point at Lake Casitas,Main,2022-01-16 17:02,60,6,3,3,4,3,3,3,4,3,3,3,4,3,4,3,3,3,5,3,,,,,,,,,,,
Patchwah,Coyote Point at Lake Casitas,Main,2022-01-16 17:02,68,14,3,3,6,4,4,3,4,4,4,4,4,4,4,3,3,4,4,3,,,,,,,,,,,
Par,Rabbit Flats,Main,2022-01-15 16:51,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Rabbit Flats,Main,2022-01-15 16:51,63,9,4,2,4,2,3,3,3,3,4,4,2,3,4,6,3,4,5,4,,,,,,,,,,,
Patchwah,Rabbit Flats,Main,2022-01-15 16:51,69,15,3,4,5,3,4,5,4,3,4,3,2,3,4,4,4,4,6,4,,,,,,,,,,,
Par,Rabbit Flats,Main,2022-01-15 14:41,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Rabbit Flats,Main,2022-01-15 14:41,63,9,3,4,3,3,3,3,3,3,5,3,3,4,5,4,4,3,4,3,,,,,,,,,,,
Patchwah,Rabbit Flats,Main,2022-01-15 14:41,61,7,3,3,4,3,3,4,4,3,4,3,2,3,4,5,3,3,4,3,,,,,,,,,,,
Par,Coyote Point at Lake Casitas,Main,2022-01-09 16:12,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Coyote Point at Lake Casitas,Main,2022-01-09 16:12,57,3,3,3,3,3,3,2,5,3,4,3,3,4,3,3,3,3,3,3,,,,,,,,,,,
Patchwah,Coyote Point at Lake Casitas,Main,2022-01-09 16:12,70,16,4,3,4,5,3,3,6,4,4,3,5,3,4,2,4,6,3,4,,,,,,,,,,,
Par,Sapwi Disc Golf Course,Main Layout,2022-01-08 17:30,63,,3,4,3,3,3,3,3,3,3,3,4,3,5,3,3,4,3,3,4,,,,,,,,,,
Cjtheguardian,Sapwi Disc Golf Course,Main Layout,2022-01-08 17:30,75,12,4,5,3,4,4,4,3,4,3,4,5,3,7,4,2,4,3,4,5,,,,,,,,,,
Patchwah,Sapwi Disc Golf Course,Main Layout,2022-01-08 17:30,84,21,3,6,3,4,4,5,3,4,5,4,5,3,7,4,4,6,4,4,6,,,,,,,,,,
Par,Waller Park,Main 27,2022-01-02 17:13,81,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
Cjtheguardian,Waller Park,Main 27,2022-01-02 17:13,96,15,3,3,4,4,4,3,4,3,3,3,4,4,3,3,3,4,3,3,5,5,3,3,3,5,3,4,4,,
Par,Rabbit Flats,Main,2021-12-19 17:01,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Rabbit Flats,Main,2021-12-19 17:01,63,9,3,2,6,2,3,3,4,3,5,3,3,3,4,4,3,5,4,3,,,,,,,,,,,
Par,Coyote Point at Lake Casitas,Main,2021-12-17 19:06,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Coyote Point at Lake Casitas,Main,2021-12-17 19:06,66,12,4,4,5,3,3,3,4,4,3,2,3,4,5,4,5,4,3,3,,,,,,,,,,,
Par,Coyote Point at Lake Casitas,Main,2021-12-12 17:49,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Coyote Point at Lake Casitas,Main,2021-12-12 17:49,72,18,4,4,6,6,3,3,4,3,3,3,6,3,5,3,4,5,3,4,,,,,,,,,,,
Patchwah,Coyote Point at Lake Casitas,Main,2021-12-12 17:49,66,12,4,4,4,4,3,2,5,4,3,2,3,4,5,3,4,5,4,3,,,,,,,,,,,
Par,Coyote Point at Lake Casitas,Main,2021-12-11 16:29,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Coyote Point at Lake Casitas,Main,2021-12-11 16:29,72,18,4,4,5,5,3,3,5,5,3,3,3,4,5,3,6,4,3,4,,,,,,,,,,,
Par,Coyote Point at Lake Casitas,Main,2021-12-05 16:25,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Coyote Point at Lake Casitas,Main,2021-12-05 16:25,67,13,3,4,4,5,4,3,5,3,3,3,4,3,5,3,4,3,4,4,,,,,,,,,,,
Patchwah,Coyote Point at Lake Casitas,Main,2021-12-05 16:25,72,18,4,3,4,4,3,3,6,2,6,3,5,4,6,4,4,4,4,3,,,,,,,,,,,
Par,Evergreen Open Space,Main,2021-12-04 18:10,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Evergreen Open Space,Main,2021-12-04 18:10,66,12,4,3,3,4,4,2,5,3,2,3,4,3,5,5,4,5,3,4,,,,,,,,,,,
Patchwah,Evergreen Open Space,Main,2021-12-04 18:10,64,10,4,3,3,4,3,3,4,5,3,3,3,3,5,3,4,4,3,4,,,,,,,,,,,
Par,Evergreen Open Space,Main,2021-12-04 16:42,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Evergreen Open Space,Main,2021-12-04 16:42,67,13,5,3,3,5,3,3,4,4,3,3,3,3,6,4,4,3,4,4,,,,,,,,,,,
Patchwah,Evergreen Open Space,Main,2021-12-04 16:42,62,8,5,3,3,4,3,3,3,4,3,3,4,2,5,3,4,3,3,4,,,,,,,,,,,
Par,Wolf Hill,Normal Course,2021-11-28 13:04,55,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,,,
Cjtheguardian,Wolf Hill,Normal Course,2021-11-28 13:04,56,1,4,3,3,2,4,3,3,4,3,3,4,4,2,2,3,4,2,3,,,,,,,,,,,
nowhereman,Wolf Hill,Normal Course,2021-11-28 13:04,72,17,6,4,4,4,4,3,5,4,3,6,4,4,3,3,3,5,3,4,,,,,,,,,,,
Par,Wolf Hill,Normal Course,2021-11-28 11:58,55,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,,,
Cjtheguardian,Wolf Hill,Normal Course,2021-11-28 11:58,67,12,4,4,2,3,4,3,4,4,3,4,5,4,3,4,3,6,3,4,,,,,,,,,,,
nowhereman,Wolf Hill,Normal Course,2021-11-28 11:58,74,19,5,4,3,3,4,4,4,5,5,4,6,4,4,3,3,5,4,4,,,,,,,,,,,
Par,Wolf Hill,Normal Course,2021-11-26 11:35,55,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,,,
Cjtheguardian,Wolf Hill,Normal Course,2021-11-26 11:35,67,12,4,3,3,3,4,5,5,5,4,4,4,4,3,2,3,5,3,3,,,,,,,,,,,
Ellen,Wolf Hill,Normal Course,2021-11-26 11:35,97,42,6,4,5,5,6,6,6,6,6,5,6,5,6,4,4,7,4,6,,,,,,,,,,,
nowhereman,Wolf Hill,Normal Course,2021-11-26 11:35,86,31,5,3,4,4,6,6,5,5,4,5,6,5,4,4,4,7,5,4,,,,,,,,,,,
Chris,Wolf Hill,Normal Course,2021-11-26 11:35,82,27,6,4,4,3,6,5,4,6,4,5,6,4,4,4,4,5,3,5,,,,,,,,,,,
Colin,Wolf Hill,Normal Course,2021-11-26 11:35,80,25,5,3,3,3,6,6,4,4,4,5,4,4,5,4,4,6,5,5,,,,,,,,,,,
Par,Wolf Hill,Normal Course,2021-11-25 09:54,55,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,,,
Cjtheguardian,Wolf Hill,Normal Course,2021-11-25 09:54,63,8,3,3,3,3,4,3,4,5,3,3,5,3,2,2,4,5,4,4,,,,,,,,,,,
Par,Wolf Hill,Normal Course,2021-11-23 08:54,55,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,,,
Cjtheguardian,Wolf Hill,Normal Course,2021-11-23 08:54,62,7,3,4,3,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,,,,,,,,,,,
Ross,Wolf Hill,Normal Course,2021-11-23 08:54,60,5,4,3,3,3,4,3,4,4,4,4,3,3,2,3,3,5,2,3,,,,,,,,,,,
Par,Wolf Hill,Normal Course,2021-11-21 11:21,55,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,,,
Cjtheguardian,Wolf Hill,Normal Course,2021-11-21 11:21,63,8,4,4,3,3,4,3,4,3,3,4,4,4,3,3,3,4,3,4,,,,,,,,,,,
nowhereman,Wolf Hill,Normal Course,2021-11-21 11:21,89,34,6,5,4,5,6,5,4,6,4,5,6,5,4,4,4,7,4,5,,,,,,,,,,,
Par,Ocean County Park,Green Tees,2021-11-14 11:23,59,,4,3,3,3,3,3,4,3,3,3,4,3,3,3,3,4,3,4,,,,,,,,,,,
Cjtheguardian,Ocean County Park,Green Tees,2021-11-14 11:23,73,14,6,6,3,4,3,4,5,3,4,3,5,4,4,4,2,4,2,7,,,,,,,,,,,
Discer,Ocean County Park,Green Tees,2021-11-14 11:23,81,22,7,5,5,4,5,5,6,3,4,3,5,4,4,4,3,5,3,6,,,,,,,,,,,
Nordog,Ocean County Park,Green Tees,2021-11-14 11:23,101,42,8,6,5,4,5,5,8,4,6,4,7,5,5,6,4,7,4,8,,,,,,,,,,,
Par,Woodward Legacy,Main,2021-11-07 12:43,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Woodward Legacy,Main,2021-11-07 12:43,66,12,3,3,4,3,3,3,3,6,4,3,3,5,4,4,4,4,4,3,,,,,,,,,,,
Patchwah,Woodward Legacy,Main,2021-11-07 12:43,71,17,3,4,4,3,3,4,3,5,4,4,4,4,4,3,4,5,5,5,,,,,,,,,,,
Joe Boyd,Woodward Legacy,Main,2021-11-07 12:43,92,38,4,6,5,5,5,4,4,8,6,4,5,5,6,4,5,5,5,6,,,,,,,,,,,
Par,Hart Park - Shark Tooth Mtn.,Main,2021-11-05 15:32,56,,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,,,,,,,,,,,
Cjtheguardian,Hart Park - Shark Tooth Mtn.,Main,2021-11-05 15:32,76,20,5,4,4,6,3,3,5,4,6,5,5,4,4,4,4,3,3,4,,,,,,,,,,,
Patchwah,Hart Park - Shark Tooth Mtn.,Main,2021-11-05 15:32,76,20,4,3,4,5,3,4,6,4,4,4,4,5,4,5,4,6,3,4,,,,,,,,,,,
Joe Boyd,Hart Park - Shark Tooth Mtn.,Main,2021-11-05 15:32,95,39,6,6,6,6,4,4,6,5,4,5,6,5,5,6,5,5,5,6,,,,,,,,,,,
Par,Coyote Point at Lake Casitas,Main,2021-10-31 18:46,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Coyote Point at Lake Casitas,Main,2021-10-31 18:46,78,24,4,4,5,4,5,4,4,4,4,3,4,6,5,4,4,4,4,6,,,,,,,,,,,
Patchwah,Coyote Point at Lake Casitas,Main,2021-10-31 18:46,82,28,4,4,6,4,3,5,5,4,4,4,5,5,6,4,5,5,5,4,,,,,,,,,,,
Par,Coyote Point at Lake Casitas,Main,2021-10-30 19:16,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Coyote Point at Lake Casitas,Main,2021-10-30 19:16,79,25,4,4,4,5,3,3,4,6,7,3,3,4,6,4,5,5,4,5,,,,,,,,,,,
Patchwah,Coyote Point at Lake Casitas,Main,2021-10-30 19:16,76,22,3,4,5,4,3,4,6,5,4,4,4,5,4,4,5,4,4,4,,,,,,,,,,,
Par,Sky High  at Mtn. High North,Back 9,2021-10-24 17:01,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,
Cjtheguardian,Sky High  at Mtn. High North,Back 9,2021-10-24 17:01,33,6,4,4,3,3,5,3,5,3,3,,,,,,,,,,,,,,,,,,,,
Patchwah,Sky High  at Mtn. High North,Back 9,2021-10-24 17:01,33,6,5,4,2,3,4,3,5,4,3,,,,,,,,,,,,,,,,,,,,
Par,Sky High  at Mtn. High North,Middle 9,2021-10-24 15:39,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,
Cjtheguardian,Sky High  at Mtn. High North,Middle 9,2021-10-24 15:39,35,8,3,4,3,4,4,4,5,3,5,,,,,,,,,,,,,,,,,,,,
Patchwah,Sky High  at Mtn. High North,Middle 9,2021-10-24 15:39,32,5,4,4,4,3,4,3,5,2,3,,,,,,,,,,,,,,,,,,,,
Par,Sky High  at Mtn. High North,Front 9,2021-10-24 14:22,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,
Cjtheguardian,Sky High  at Mtn. High North,Front 9,2021-10-24 14:22,35,8,5,4,4,5,2,4,4,3,4,,,,,,,,,,,,,,,,,,,,
Patchwah,Sky High  at Mtn. High North,Front 9,2021-10-24 14:22,35,8,5,3,5,4,3,3,4,4,4,,,,,,,,,,,,,,,,,,,,
Par,Cerbat Cliffs Disc Golf Course,Main,2021-10-23 17:24,59,,4,3,3,3,3,5,4,3,3,3,3,4,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Cerbat Cliffs Disc Golf Course,Main,2021-10-23 17:24,88,29,8,3,4,8,4,7,5,3,6,5,3,5,4,6,5,4,3,5,,,,,,,,,,,
Patchwah,Cerbat Cliffs Disc Golf Course,Main,2021-10-23 17:24,88,29,5,4,4,5,5,7,5,7,5,3,4,4,5,7,5,4,3,6,,,,,,,,,,,
Par,Fort Tuthill DGC,Main,2021-10-23 13:08,58,,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,4,,,,,,,,,,,
Todd Hooe,Fort Tuthill DGC,Main,2021-10-23 13:08,58,0,3,2,4,4,3,2,2,4,3,4,3,4,3,4,3,3,3,4,,,,,,,,,,,
Cjtheguardian,Fort Tuthill DGC,Main,2021-10-23 13:08,73,15,4,3,4,5,4,3,4,5,4,3,3,5,5,3,5,3,3,7,,,,,,,,,,,
Patchwah,Fort Tuthill DGC,Main,2021-10-23 13:08,76,18,4,7,5,4,5,4,3,4,3,3,6,5,4,3,4,4,3,5,,,,,,,,,,,
Par,Riverfront Park,Main,2021-10-21 14:10,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Patchwah,Riverfront Park,Main,2021-10-21 14:10,71,17,3,4,4,4,4,3,4,3,3,5,4,5,5,5,3,4,4,4,,,,,,,,,,,
Cjtheguardian,Riverfront Park,Main,2021-10-21 14:10,64,10,4,4,3,3,4,3,4,3,4,5,3,3,4,3,3,4,3,4,,,,,,,,,,,
DiscJakey,Riverfront Park,Main,2021-10-21 14:10,73,19,5,4,5,5,4,3,3,3,4,4,4,3,5,4,3,6,3,5,,,,,,,,,,,
