PlayerName,CourseName,LayoutName,Date,Total,+/-,Hole1,Hole2,Hole3,Hole4,Hole5,Hole6,Hole7,Hole8,Hole9,Hole10,Hole11,Hole12,Hole13,Hole14,Hole15,Hole16,Hole17,Hole18,Hole19,Hole20,Hole21,Hole22,Hole23,Hole24,Hole25,Hole26,Hole27,Hole28,Hole29
Cjtheguardian,Coyote Point at Lake Casitas,Main,2022-03-06 17:06,63,9,3,4,4,4,2,4,4,2,3,3,5,3,3,3,5,4,4,3,,,,,,,,,,,
Par,Coyote Point at Lake Casitas,Main,2022-03-06 15:26,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Coyote Point at Lake Casitas,Main,2022-03-06 15:26,64,10,4,3,4,3,2,4,5,3,4,3,3,3,3,4,4,5,3,4,,,,,,,,,,,
Par,Coyote Point at Lake Casitas,Main,2022-02-27 19:03,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Patchwah,Coyote Point at Lake Casitas,Main,2022-02-27 19:03,64,10,4,4,4,3,5,3,4,4,4,3,3,2,3,4,3,4,3,4,,,,,,,,,,,
Cjtheguardian,Coyote Point at Lake Casitas,Main,2022-02-27 19:03,62,8,3,3,3,3,4,3,4,3,4,2,5,3,4,3,3,3,4,5,,,,,,,,,,,
Par,Coyote Point at Lake Casitas,Main,2022-02-26 17:31,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Cjtheguardian,Coyote Point at Lake Casitas,Main,2022-02-26 17:31,66,12,3,3,4,2,3,3,5,3,4,4,6,4,3,3,4,4,4,4,,,,,,,,,,,
Par,Coyote Point at Lake Casitas,Main,2022-02-21 18:24,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Patchwah,Coyote Point at Lake Casitas,Main,2022-02-21 18:24,67,13,4,4,4,3,3,4,6,3,3,3,3,5,2,4,5,4,3,4,,,,,,,,,,,
